Date,Close,High,Low,Open,Volume
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
2016-01-11,435.0612487792969,444.2593935721773,393.440536956789,403.1539683184228,63940748
2016-01-18,433.6681213378906,443.53418105096773,426.3210486551585,435.06121196977966,38254064
2016-01-25,444.6027526855469,446.54924005494786,429.20253821192625,435.1946760450037,29571930
2016-02-01,448.3431396484375,456.0718780116457,439.9655875648515,446.54932765202886,26663364
2016-02-08,413.9741516113281,447.38899127150177,407.23773551556684,444.16393130856693,30289144
2016-02-15,430.2330627441406,432.8856232041966,409.79482675618544,418.40141497739114,22546614
2016-02-22,427.905029296875,436.5306752894916,420.25260406887173,431.6644316961006,20029848
2016-02-29,446.7975158691406,455.27048629510085,407.73399228193284,431.09194349249447,31863112
2016-03-07,436.24432373046875,454.373462293196,434.41230793440695,446.7974000223704,42363092
2016-03-14,455.4803771972656,457.617698246367,430.88196671444695,437.3893929861022,31435414
2016-03-21,460.97625732421875,462.08305155752305,447.31259458730676,453.41925116870345,18569518
2016-03-28,460.07928466796875,472.1208662217877,454.774164267864,470.3652118497328,47047432
2016-04-04,444.9272766113281,476.31931478527775,443.51513061218833,463.1709356694334,24152592
2016-04-11,447.5799255371094,456.07199832456797,439.3359450929247,444.94646607960465,24122202
2016-04-18,462.29315185546875,483.91454986501776,460.67107062088814,477.08271605311535,43673876
2016-04-25,461.0909118652344,474.1629787889382,458.4192485523606,462.59852126013675,32898664
2016-05-02,450.9385070800781,462.65563797206005,446.79743912190804,461.8159911696103,25152290
2016-05-09,460.7663269042969,464.3539969992054,450.59491761775524,451.1292593919063,21288266
2016-05-16,458.6100769042969,467.82732455643094,457.19793066099464,461.8923967652961,20535716
2016-05-23,476.1285095214844,480.7085032002481,449.45003702466437,459.29704207004846,24245602
2016-05-30,483.5329284667969,488.2655987663057,472.88443194043043,473.8385974608913,32960204
2016-06-06,450.59503173828125,487.38765663975767,446.587537302324,482.76950570300875,37784318
2016-06-13,455.4169006347656,460.53285988310023,450.2044138534436,454.374422131535,28756668
2016-06-20,461.22784423828125,469.0658510810134,447.8877212731896,455.9960334686525,25659522
2016-06-27,452.6754455566406,457.34736787455955,445.9957226392541,452.5403164616226,32037038
2016-07-04,447.1926574707031,461.24707323307047,445.37795902212633,454.14263862579486,20484262
2016-07-11,414.1223449707031,461.8069352234025,406.18776474364154,450.7448730783466,87039124
2016-07-18,414.083740234375,420.8599910534505,407.4040640687619,415.93708748837577,52614904
2016-07-25,414.6242980957031,423.3697007944432,410.43501317327235,410.43501317327235,42506328
2016-08-01,412.3656311035156,420.02990798542993,409.27674997165406,413.717016598705,32979870
2016-08-08,410.2613525390625,422.7906078642895,409.27675281839896,412.75174411591365,29900662
2016-08-15,394.3342590332031,410.2613249764078,393.23385462276934,410.2613249764078,37148740
2016-08-22,393.92877197265625,410.06819064774606,389.6236355601135,393.06002437457886,35467238
2016-08-29,398.4076232910156,403.77456211111786,390.35723862714815,392.9055553875172,26945952
2016-09-05,399.8169860839844,408.8905729241327,395.3767201834862,398.4076748716585,29786726
2016-09-12,409.3345947265625,411.0141640823471,395.85934403515864,395.85934403515864,26006620
2016-09-19,402.5390625,412.7130531694972,401.5544629925169,403.87112335593525,23089498
2016-09-26,400.0293884277344,405.37700389249727,395.37674286423913,402.6163072477396,33737158
2016-10-03,390.9557800292969,405.9561716686991,390.00980556381,399.81701160526956,21040760
2016-10-10,396.59295654296875,418.0413420416632,384.6621462929143,392.6739300174593,48653550
2016-10-17,400.89801025390625,405.685736289904,392.8089779101768,399.60450411754164,25311938
2016-10-24,389.2754211425781,406.91474949150603,387.5778386080661,404.8854630931577,24382700
2016-10-31,378.933837890625,392.904823236482,375.03132668680803,389.27549258073986,22940648
2016-11-07,359.6358337402344,385.47045681988646,351.6161797972338,384.3972664819926,36947050
2016-11-14,359.03094482421875,373.4116856409237,354.5625658014587,359.63582915223566,33205424
2016-11-21,381.47039794921875,384.397280797934,353.9381913827775,361.72370452416675,51087504
2016-11-28,376.3971862792969,384.2802632700009,375.05081521931163,382.1728978005425,31056954
2016-12-05,386.09490966796875,393.43164927798335,373.8605474193853,376.94354058438313,25197712
2016-12-12,392.2609558105469,397.64641695601057,376.67041749055016,383.53882825301974,29985074
